"","MITO_ID","Entrez_Gene_ID","Gene_name","Symbol"
"743","MT000322",3658,"iron-responsive element binding protein 2","IREB2"
"744","MT001689",730249,"immunoresponsive 1 homolog (mouse)","IRG1"
"745","MT001365",81689,"iron-sulfur cluster assembly 1","ISCA1"
"746","MT001510",122961,"iron-sulfur cluster assembly 2","ISCA2"
"747","MT000892",23479,"iron-sulfur cluster assembly enzyme","ISCU"
"748","MT000323",3670,"ISL LIM homeobox 1","ISL1"
"749","MT001325",79763,"isochorismatase domain containing 2","ISOC2"
"750","MT000324",3712,"isovaleryl-CoA dehydrogenase","IVD"
"751","MT000814",10899,"jumping translocation breakpoint","JTB"
"752","MT000325",3725,"jun proto-oncogene","JUN"
"753","MT000924",25959,"KN motif and ankyrin repeat domains 2","KANK2"
"754","MT000326",3735,"lysyl-tRNA synthetase","KARS"
"755","MT000328",3767,"potassium inwardly-rectifying channel, subfamily J, member 11","KCNJ11"
"756","MT000327",3764,"potassium inwardly-rectifying channel, subfamily J, member 8","KCNJ8"
"757","MT001295",65987,"potassium channel tetramerization domain containing 14","KCTD14"
"758","MT000735",9812,"KIAA0141","KIAA0141"
"759","MT000729",9692,"KIAA0391","KIAA0391"
"760","MT000938",26128,"KIAA1279","KIAA1279"
"761","MT001359",80726,"KIAA1683","KIAA1683"
"762","MT000865",23095,"kinesin family member 1B","KIF1B"
"763","MT001691",100130097,"kinesin family member 28, pseudogene","KIF28P"
"764","MT000512",5653,"kallikrein-related peptidase 6","KLK6"
"765","MT000664",8564,"kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)","KMO"
"766","MT000329",3845,"Kirsten rat sarcoma viral oncogene homolog","KRAS"
"767","MT000330",3852,"keratin 5","KRT5"
"768","MT000689",8942,"kynureninase","KYNU"
"769","MT001336",79944,"L-2-hydroxyglutarate dehydrogenase","L2HGDH"
"770","MT001603",246269,"lactation elevated 1","LACE1"
"771","MT001486",114294,"lactamase, β","LACTB"
"772","MT001032",51110,"lactamase, β 2","LACTB2"
"773","MT001020",51056,"leucine aminopeptidase 3","LAP3"
"774","MT000880",23395,"leucyl-tRNA synthetase 2, mitochondrial","LARS2"
"775","MT000331",3939,"lactate dehydrogenase A","LDHA"
"776","MT000332",3945,"lactate dehydrogenase B","LDHB"
"777","MT001584",197257,"lactate dehydrogenase D","LDHD"
"778","MT000333",3954,"leucine zipper-EF-hand containing transmembrane protein 1","LETM1"
"779","MT001546",137994,"leucine zipper-EF-hand containing transmembrane protein 2","LETM2"
"780","MT000918",25875,"LETM1 domain containing 1","LETMD1"
"781","MT000334",3958,"lectin, galactoside-binding, soluble, 3","LGALS3"
"782","MT000831",11019,"lipoic acid synthetase","LIAS"
"783","MT000335",3978,"ligase I, DNA, ATP-dependent","LIG1"
"784","MT000336",3980,"ligase III, DNA, ATP-dependent","LIG3"
"785","MT001658",389421,"lin-28 homolog B (C. elegans)","LIN28B"
"786","MT000661",8513,"lipase, gastric","LIPF"
"787","MT001062",51601,"lipoyltransferase 1","LIPT1"
"788","MT001654",387787,"lipoyl(octanoyl) transferase 2 (putative)","LIPT2"
"789","MT000338",4000,"lamin A/C","LMNA"
"790","MT001705",102723830,"uncharacterized LOC102723830","LOC102723830"
"791","MT000704",9361,"lon peptidase 1, mitochondrial","LONP1"
"792","MT000871",23175,"lipin 1","LPIN1"
"793","MT000339",4041,"low density lipoprotein receptor-related protein 5","LRP5"
"794","MT000752",10128,"leucine-rich pentatricopeptide repeat containing","LRPPRC"
"795","MT001651",376132,"leucine rich repeat containing 10","LRRC10"
"796","MT001160",55379,"leucine rich repeat containing 59","LRRC59"
"797","MT001516",125144,"LRRC75A antisense RNA 1","LRRC75A-AS1"
"798","MT001319",79705,"leucine-rich repeat kinase 1","LRRK1"
"799","MT001508",120892,"leucine-rich repeat kinase 2","LRRK2"
"800","MT000340",4067,"LYN proto-oncogene, Src family tyrosine kinase","LYN"
"801","MT000776",10434,"lysophospholipase I","LYPLA1"
"802","MT001215",57149,"LYR motif containing 1","LYRM1"
"803","MT001217",57226,"LYR motif containing 2","LYRM2"
"804","MT001211",57128,"LYR motif containing 4","LYRM4"
"805","MT001557",144363,"LYR motif containing 5","LYRM5"
"806","MT001454",90624,"LYR motif containing 7","LYRM7"
"807","MT001447",89876,"MYCBP-associated, testis expressed 1","MAATS1"
"808","MT000982",28992,"MACRO domain containing 1","MACROD1"
"809","MT001493",115416,"mitochondrial assembly of ribosomal large subunit 1","MALSU1"
"810","MT000341",4124,"mannosidase, α, class 2A, member 1","MAN2A1"
"811","MT000342",4128,"monoamine oxidase A","MAOA"
"812","MT000343",4129,"monoamine oxidase B","MAOB"
"813","MT000344",4131,"microtubule-associated protein 1B","MAP1B"
"814","MT001413",84557,"microtubule-associated protein 1 light chain 3 α","MAP1LC3A"
"815","MT001364",81631,"microtubule-associated protein 1 light chain 3 β","MAP1LC3B"
"816","MT001681",643246,"microtubule-associated protein 1 light chain 3 β 2","MAP1LC3B2"
"817","MT001673",440738,"microtubule-associated protein 1 light chain 3 γ","MAP1LC3C"
"818","MT001144",55201,"microtubule-associated protein 1S","MAP1S"
"819","MT000508",5604,"mitogen-activated protein kinase kinase 1","MAP2K1"
"820","MT000509",5605,"mitogen-activated protein kinase kinase 2","MAP2K2"
"821","MT000356",4214,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase","MAP3K1"
"822","MT000503",5594,"mitogen-activated protein kinase 1","MAPK1"
"823","MT000507",5602,"mitogen-activated protein kinase 10","MAPK10"
"824","MT000547",6300,"mitogen-activated protein kinase 12","MAPK12"
"825","MT000155",1432,"mitogen-activated protein kinase 14","MAPK14"
"826","MT000504",5595,"mitogen-activated protein kinase 3","MAPK3"
"827","MT000505",5599,"mitogen-activated protein kinase 8","MAPK8"
"828","MT000712",9479,"mitogen-activated protein kinase 8 interacting protein 1","MAPK8IP1"
"829","MT000506",5601,"mitogen-activated protein kinase 9","MAPK9"
"830","MT000345",4137,"microtubule-associated protein tau","MAPT"
"831","MT001266",64757,"mitochondrial amidoxime reducing component 1","MARC1"
"832","MT001116",54996,"mitochondrial amidoxime reducing component 2","MARC2"
"833","MT001096",54708,"membrane-associated ring finger (C3HC4) 5","MARCH5"
"834","MT000204",2011,"MAP/microtubule affinity-regulating kinase 2","MARK2"
"835","MT000346",4141,"methionyl-tRNA synthetase","MARS"
"836","MT001473",92935,"methionyl-tRNA synthetase 2, mitochondrial","MARS2"
"837","MT000973",27430,"methionine adenosyltransferase II, β","MAT2B"
"838","MT001223",57506,"mitochondrial antiviral signaling protein","MAVS"
"839","MT000971",27349,"malonyl CoA:ACP acyltransferase (mitochondrial)","MCAT"
"840","MT001197",56922,"methylcrotonoyl-CoA carboxylase 1 (α)","MCCC1"
"841","MT001254",64087,"methylcrotonoyl-CoA carboxylase 2 (β)","MCCC2"
"842","MT001666",401250,"mitochondrial coiled-coil domain 1","MCCD1"
"843","MT001418",84693,"methylmalonyl CoA epimerase","MCEE"
"844","MT000347",4170,"myeloid cell leukemia 1","MCL1"
"845","MT001453",90550,"mitochondrial calcium uniporter","MCU"
"846","MT001249",63933,"mitochondrial calcium uniporter regulator 1","MCUR1"
"847","MT000349",4190,"malate dehydrogenase 1, NAD (soluble)","MDH1"
"848","MT000350",4191,"malate dehydrogenase 2, NAD (mitochondrial)","MDH2"
"849","MT000351",4199,"malic enzyme 1, NADP(+)-dependent, cytosolic","ME1"
"850","MT000352",4200,"malic enzyme 2, NAD(+)-dependent, mitochondrial","ME2"
"851","MT000811",10873,"malic enzyme 3, NADP(+)-dependent, mitochondrial","ME3"
"852","MT000353",4204,"methyl CpG binding protein 2","MECP2"
"853","MT001029",51102,"mitochondrial trans-2-enoyl-CoA reductase","MECR"
"854","MT000708",9443,"mediator complex subunit 7","MED7"
"855","MT000354",4205,"myocyte enhancer factor 2A","MEF2A"
"856","MT000355",4208,"myocyte enhancer factor 2C","MEF2C"
"857","MT001608",254042,"methionyl aminopeptidase type 1D (mitochondrial)","METAP1D"
"858","MT001690",751071,"methyltransferase like 12","METTL12"
"859","MT001262",64745,"methyltransferase like 17","METTL17"
"860","MT001607",254013,"methyltransferase like 20","METTL20"
"861","MT001200",56947,"mitochondrial fission factor","MFF"
"862","MT001168",55669,"mitofusin 1","MFN1"
"863","MT000737",9927,"mitofusin 2","MFN2"
"864","MT001422",84709,"mitochondria-localized glutamic acid-rich protein","MGARP"
"865","MT000804",10724,"meningioma expressed antigen 5 (hyaluronidase)","MGEA5"
"866","MT001472",92667,"mitochondrial genome maintenance exonuclease 1","MGME1"
"867","MT000357",4257,"microsomal glutathione S-transferase 1","MGST1"
"868","MT000773",10367,"mitochondrial calcium uptake 1","MICU1"
"869","MT001600",221154,"mitochondrial calcium uptake 2","MICU2"
"870","MT001633",286097,"mitochondrial calcium uptake family, member 3","MICU3"
"871","MT001084",54471,"mitochondrial elongation factor 1","MIEF1"
"872","MT001517",125170,"mitochondrial elongation factor 2","MIEF2"
"873","MT001672",440574,"mitochondrial inner membrane organizing system 1","MINOS1"
"874","MT001702",100532736,"MINOS1-NBL1 readthrough","MINOS1-NBL1"
"875","MT000358",4285,"mitochondrial intermediate peptidase","MIPEP"
"876","MT000822",10962,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11","MLLT11"
"877","MT000859",22877,"MLX interacting protein","MLXIP"
"878","MT000885",23417,"malonyl-CoA decarboxylase","MLYCD"
"879","MT001575",166785,"methylmalonic aciduria (cobalamin deficiency) cblA type","MMAA"
"880","MT001634",326625,"methylmalonic aciduria (cobalamin deficiency) cblB type","MMAB"
"881","MT000927",25974,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria","MMACHC"
"882","MT000968",27249,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria","MMADHC"
"883","MT000360",4313,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)","MMP2"
"884","MT001255",64112,"modulator of apoptosis 1","MOAP1"
"885","MT000362",4336,"myelin-associated oligodendrocyte basic protein","MOBP"
"886","MT001068",51660,"mitochondrial pyruvate carrier 1","MPC1"
"887","MT001643",347411,"mitochondrial pyruvate carrier 1-like","MPC1L"
"888","MT000917",25874,"mitochondrial pyruvate carrier 2","MPC2"
"889","MT000717",9526,"mannose-P-dolichol utilization defect 1","MPDU1"
"890","MT000363",4350,"N-methylpurine-DNA glycosylase","MPG"
"891","MT000364",4353,"myeloperoxidase","MPO"
"892","MT001556",143098,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)","MPP7"
"893","MT000365",4357,"mercaptopyruvate sulfurtransferase","MPST"
"894","MT000366",4358,"MpV17 mitochondrial inner membrane protein","MPV17"
"895","MT001610",255027,"MPV17 mitochondrial membrane protein-like","MPV17L"
"896","MT001425",84769,"MPV17 mitochondrial membrane protein-like 2","MPV17L2"
"897","MT001334",79922,"mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)","MRM1"
"898","MT001288",65008,"mitochondrial ribosomal protein L1","MRPL1"
"899","MT001515",124995,"mitochondrial ribosomal protein L10","MRPL10"
"900","MT001286",65003,"mitochondrial ribosomal protein L11","MRPL11"
"901","MT000541",6182,"mitochondrial ribosomal protein L12","MRPL12"
"902","MT000983",28998,"mitochondrial ribosomal protein L13","MRPL13"
"903","MT001272",64928,"mitochondrial ribosomal protein L14","MRPL14"
"904","MT000987",29088,"mitochondrial ribosomal protein L15","MRPL15"
"905","MT001106",54948,"mitochondrial ribosomal protein L16","MRPL16"
"906","MT001244",63875,"mitochondrial ribosomal protein L17","MRPL17"
"907","MT000984",29074,"mitochondrial ribosomal protein L18","MRPL18"
"908","MT000733",9801,"mitochondrial ribosomal protein L19","MRPL19"
"909","MT001022",51069,"mitochondrial ribosomal protein L2","MRPL2"
"910","MT001126",55052,"mitochondrial ribosomal protein L20","MRPL20"
"911","MT001596",219927,"mitochondrial ribosomal protein L21","MRPL21"
"912","MT000989",29093,"mitochondrial ribosomal protein L22","MRPL22"
"913","MT000539",6150,"mitochondrial ribosomal protein L23","MRPL23"
"914","MT001312",79590,"mitochondrial ribosomal protein L24","MRPL24"
"915","MT001047",51264,"mitochondrial ribosomal protein L27","MRPL27"
"916","MT000794",10573,"mitochondrial ribosomal protein L28","MRPL28"
"917","MT000847",11222,"mitochondrial ribosomal protein L3","MRPL3"
"918","MT001046",51263,"mitochondrial ribosomal protein L30","MRPL30"
"919","MT001285",64983,"mitochondrial ribosomal protein L32","MRPL32"
"920","MT000721",9553,"mitochondrial ribosomal protein L33","MRPL33"
"921","MT001284",64981,"mitochondrial ribosomal protein L34","MRPL34"
"922","MT001053",51318,"mitochondrial ribosomal protein L35","MRPL35"
"923","MT001283",64979,"mitochondrial ribosomal protein L36","MRPL36"
"924","MT001044",51253,"mitochondrial ribosomal protein L37","MRPL37"
"925","MT001282",64978,"mitochondrial ribosomal protein L38","MRPL38"
"926","MT001080",54148,"mitochondrial ribosomal protein L39","MRPL39"
"927","MT001023",51073,"mitochondrial ribosomal protein L4","MRPL4"
"928","MT001281",64976,"mitochondrial ribosomal protein L40","MRPL40"
"929","MT001280",64975,"mitochondrial ribosomal protein L41","MRPL41"
"930","MT000980",28977,"mitochondrial ribosomal protein L42","MRPL42"
"931","MT001412",84545,"mitochondrial ribosomal protein L43","MRPL43"
"932","MT001291",65080,"mitochondrial ribosomal protein L44","MRPL44"
"933","MT001406",84311,"mitochondrial ribosomal protein L45","MRPL45"
"934","MT000953",26589,"mitochondrial ribosomal protein L46","MRPL46"
"935","MT001212",57129,"mitochondrial ribosomal protein L47","MRPL47"
"936","MT001064",51642,"mitochondrial ribosomal protein L48","MRPL48"
"937","MT000096",740,"mitochondrial ribosomal protein L49","MRPL49"
"938","MT001087",54534,"mitochondrial ribosomal protein L50","MRPL50"
"939","MT001045",51258,"mitochondrial ribosomal protein L51","MRPL51"
"940","MT001509",122704,"mitochondrial ribosomal protein L52","MRPL52"
"941","MT001499",116540,"mitochondrial ribosomal protein L53","MRPL53"
"942","MT001500",116541,"mitochondrial ribosomal protein L54","MRPL54"
"943","MT001525",128308,"mitochondrial ribosomal protein L55","MRPL55"
"944","MT001300",78988,"mitochondrial ribosomal protein L57","MRPL57"
"945","MT001287",65005,"mitochondrial ribosomal protein L9","MRPL9"
"946","MT001140",55173,"mitochondrial ribosomal protein S10","MRPS10"
"947","MT001276",64963,"mitochondrial ribosomal protein S11","MRPS11"
"948","MT000542",6183,"mitochondrial ribosomal protein S12","MRPS12"
"949","MT001248",63931,"mitochondrial ribosomal protein S14","MRPS14"
"950","MT001275",64960,"mitochondrial ribosomal protein S15","MRPS15"
"951","MT001013",51021,"mitochondrial ribosomal protein S16","MRPS16"
"952","MT001054",51373,"mitochondrial ribosomal protein S17","MRPS17"
"953","MT001139",55168,"mitochondrial ribosomal protein S18A","MRPS18A"
"954","MT000978",28973,"mitochondrial ribosomal protein S18B","MRPS18B"
"955","MT001015",51023,"mitochondrial ribosomal protein S18C","MRPS18C"
"956","MT001034",51116,"mitochondrial ribosomal protein S2","MRPS2"
"957","MT001083",54460,"mitochondrial ribosomal protein S21","MRPS21"
"958","MT001199",56945,"mitochondrial ribosomal protein S22","MRPS22"
"959","MT001065",51649,"mitochondrial ribosomal protein S23","MRPS23"
"960","MT001274",64951,"mitochondrial ribosomal protein S24","MRPS24"
"961","MT001261",64432,"mitochondrial ribosomal protein S25","MRPS25"
"962","MT001273",64949,"mitochondrial ribosomal protein S26","MRPS26"
"963","MT000867",23107,"mitochondrial ribosomal protein S27","MRPS27"
"964","MT000975",28957,"mitochondrial ribosomal protein S28","MRPS28"
"965","MT000812",10884,"mitochondrial ribosomal protein S30","MRPS30"
"966","MT000761",10240,"mitochondrial ribosomal protein S31","MRPS31"
"967","MT001066",51650,"mitochondrial ribosomal protein S33","MRPS33"
"968","MT001297",65993,"mitochondrial ribosomal protein S34","MRPS34"
"969","MT001237",60488,"mitochondrial ribosomal protein S35","MRPS35"
"970","MT001468",92259,"mitochondrial ribosomal protein S36","MRPS36"
"971","MT001279",64969,"mitochondrial ribosomal protein S5","MRPS5"
"972","MT001278",64968,"mitochondrial ribosomal protein S6","MRPS6"
"973","MT001025",51081,"mitochondrial ribosomal protein S7","MRPS7"
"974","MT001277",64965,"mitochondrial ribosomal protein S9","MRPS9"
"975","MT001470",92399,"mitochondrial ribosome recycling factor","MRRF"
"976","MT001218",57380,"MRS2 magnesium transporter","MRS2"
"977","MT000367",4482,"methionine sulfoxide reductase A","MSRA"
"978","MT000862",22921,"methionine sulfoxide reductase B2","MSRB2"
"979","MT001606",253827,"methionine sulfoxide reductase B3","MSRB3"
"980","MT001136",55154,"misato 1, mitochondrial distribution and morphology regulator","MSTO1"
"981","MT000909",23787,"mitochondrial carrier 1","MTCH1"
"982","MT000910",23788,"mitochondrial carrier 2","MTCH2"
"983","MT000373",4515,"mature T-cell proliferation 1","MTCP1"
"984","MT000643",7978,"mitochondrial transcription termination factor 1","MTERF1"
"985","MT001351",80298,"mitochondrial transcription termination factor 2","MTERF2"
"986","MT001008",51001,"mitochondrial transcription termination factor 3","MTERF3"
"987","MT001530",130916,"mitochondrial transcription termination factor 4","MTERF4"
"988","MT001512",123263,"mitochondrial methionyl-tRNA formyltransferase","MTFMT"
"989","MT001059",51537,"mitochondrial fission process 1","MTFP1"
"990","MT000727",9650,"mitochondrial fission regulator 1","MTFR1"
"991","MT001483",113115,"mitochondrial fission regulator 2","MTFR2"
"992","MT001467",92170,"mitochondrial ribosome-associated GTPase 1","MTG1"
"993","MT000940",26164,"mitochondrial ribosome-associated GTPase 2","MTG2"
"994","MT000376",4522,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase","MTHFD1"
"995","MT000920",25902,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like","MTHFD1L"
"996","MT000807",10797,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","MTHFD2"
"997","MT001675",441024,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like","MTHFD2L"
"998","MT000377",4528,"mitochondrial translational initiation factor 2","MTIF2"
"999","MT001595",219402,"mitochondrial translational initiation factor 3","MTIF3"
"1000","MT000378",4534,"myotubularin 1","MTM1"
"1001","MT000914",25821,"mitochondrial tRNA translation optimization 1","MTO1"
"1002","MT000233",2475,"mechanistic target of rapamycin (serine/threonine kinase)","MTOR"
"1003","MT001135",55149,"mitochondrial poly(A) polymerase","MTPAP"
"1004","MT000724",9617,"mitochondrial translational release factor 1","MTRF1"
"1005","MT001086",54516,"mitochondrial translational release factor 1-like","MTRF1L"
"1006","MT001224",57509,"microtubule associated tumor suppressor 1","MTUS1"
"1007","MT000387",4580,"metaxin 1","MTX1"
"1008","MT000800",10651,"metaxin 2","MTX2"
"1009","MT001642",345778,"metaxin 3","MTX3"
"1010","MT001313",79594,"mitochondrial E3 ubiquitin protein ligase 1","MUL1"
"1011","MT000388",4594,"methylmalonyl CoA mutase","MUT"
"1012","MT000389",4595,"mutY homolog","MUTYH"
"1013","MT000946",26292,"MYC binding protein","MYCBP"
"1014","MT000390",4628,"myosin, heavy chain 10, non-muscle","MYH10"
"1015","MT001327",79784,"myosin, heavy chain 14, non-muscle","MYH14"
"1016","MT001475",93408,"myosin, light chain 10, regulatory","MYL10"
"1017","MT001344",80179,"myosin XIX","MYO19"
"1018","MT000391",4641,"myosin IC","MYO1C"
"1019","MT000392",4653,"myocilin, trabecular meshwork inducible glucocorticoid response","MYOC"
"1020","MT000700",9172,"myomesin 2","MYOM2"
"1021","MT001540",133686,"NAD kinase 2, mitochondrial","NADK2"
"1022","MT001573",162417,"N-acetylglutamate synthase","NAGS"
"1023","MT001593",203245,"nuclear apoptosis inducing factor 1","NAIF1"
"1024","MT000678",8774,"N-ethylmaleimide-sensitive factor attachment protein, γ","NAPG"
"1025","MT000393",4677,"asparaginyl-tRNA synthetase","NARS"
"1026","MT001321",79731,"asparaginyl-tRNA synthetase 2, mitochondrial (putative)","NARS2"
"1027","MT001637",339983,"N-acetyltransferase 8-like (GCN5-related, putative)","NAT8L"
"1028","MT000394",4686,"nuclear cap binding protein subunit 1, 80kDa","NCBP1"
"1029","MT000379",4535,"NADH dehydrogenase, subunit 1 (complex I)","ND1"
"1030","MT000380",4536,"MTND2","ND2"
"1031","MT000381",4537,"NADH dehydrogenase, subunit 3 (complex I)","ND3"
"1032","MT000382",4538,"NADH dehydrogenase, subunit 4 (complex I)","ND4"
"1033","MT000383",4539,"NADH dehydrogenase, subunit 4L (complex I)","ND4L"
"1034","MT000384",4540,"NADH dehydrogenase, subunit 5 (complex I)","ND5"
"1035","MT000385",4541,"NADH dehydrogenase, subunit 6 (complex I)","ND6"
"1036","MT001092",54602,"Nedd4 family interacting protein 2","NDFIP2"
"1037","MT000395",4694,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 1, 7.5kDa","NDUFA1"
"1038","MT000404",4705,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 10, 42kDa","NDUFA10"
"1039","MT001523",126328,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 11, 14.7kDa","NDUFA11"
"1040","MT001186",55967,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 12","NDUFA12"
"1041","MT001024",51079,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 13","NDUFA13"
"1042","MT000396",4695,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 2, 8kDa","NDUFA2"
"1043","MT000397",4696,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 3, 9kDa","NDUFA3"
"1044","MT000398",4697,"NDUFA4, mitochondrial complex associated","NDUFA4"
"1045","MT000399",4698,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 5","NDUFA5"
"1046","MT000400",4700,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 6, 14kDa","NDUFA6"
"1047","MT000401",4701,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 7, 14.5kDa","NDUFA7"
"1048","MT000402",4702,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 8, 19kDa","NDUFA8"
"1049","MT000403",4704,"NADH dehydrogenase (ubiquinone) 1 α subcomplex, 9, 39kDa","NDUFA9"
"1050","MT000405",4706,"NADH dehydrogenase (ubiquinone) 1, α/β subcomplex, 1, 8kDa","NDUFAB1"
"1051","MT001030",51103,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 1","NDUFAF1"
"1052","MT001464",91942,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2","NDUFAF2"
"1053","MT000921",25915,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 3","NDUFAF3"
"1054","MT000985",29078,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 4","NDUFAF4"
"1055","MT001306",79133,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 5","NDUFAF5"
"1056","MT001544",137682,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6","NDUFAF6"
"1057","MT001161",55471,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 7","NDUFAF7"
"1058","MT000406",4707,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 1, 7kDa","NDUFB1"
"1059","MT000415",4716,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 10, 22kDa","NDUFB10"
"1060","MT001088",54539,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 11, 17.3kDa","NDUFB11"
"1061","MT000407",4708,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 2, 8kDa","NDUFB2"
"1062","MT000408",4709,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 3, 12kDa","NDUFB3"
"1063","MT000409",4710,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 4, 15kDa","NDUFB4"
"1064","MT000410",4711,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 5, 16kDa","NDUFB5"
"1065","MT000411",4712,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 6, 17kDa","NDUFB6"
"1066","MT000412",4713,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 7, 18kDa","NDUFB7"
"1067","MT000413",4714,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 8, 19kDa","NDUFB8"
"1068","MT000414",4715,"NADH dehydrogenase (ubiquinone) 1 β subcomplex, 9, 22kDa","NDUFB9"
"1069","MT000416",4717,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa","NDUFC1"
"1070","MT000417",4718,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa","NDUFC2"
"1071","MT001701",100532726,"NDUFC2-KCTD14 readthrough","NDUFC2-KCTD14"
"1072","MT000418",4719,"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)","NDUFS1"
"1073","MT000419",4720,"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)","NDUFS2"
"1074","MT000420",4722,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)","NDUFS3"
"1075","MT000422",4724,"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)","NDUFS4"
"1076","MT000423",4725,"NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)","NDUFS5"
"1077","MT000424",4726,"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)","NDUFS6"
"1078","MT001648",374291,"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)","NDUFS7"
"1079","MT000425",4728,"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)","NDUFS8"
"1080","MT000421",4723,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa","NDUFV1"
"1081","MT000426",4729,"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa","NDUFV2"
"1082","MT000427",4731,"NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa","NDUFV3"
"1083","MT000429",4744,"neurofilament, heavy polypeptide","NEFH"
"1084","MT000430",4747,"neurofilament, light polypeptide","NEFL"
"1085","MT000642",7936,"negative elongation factor complex member E","NELFE"
"1086","MT001529",129807,"sialidase 4","NEU4"
"1087","MT000431",4790,"nuclear factor of kappa light polypeptide gene enhancer in B-cells 1","NFKB1"
"1088","MT000694",9054,"NFS1 cysteine desulfurase","NFS1"
"1089","MT000967",27247,"NFU1 iron-sulfur cluster scaffold","NFU1"
"1090","MT001232",58157,"neuroglobin","NGB"
"1091","MT001238",60491,"NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)","NIF3L1"
"1092","MT000660",8508,"nipsnap homolog 1 (C. elegans)","NIPSNAP1"
"1093","MT000432",4817,"nitrilase 1","NIT1"
"1094","MT001202",56954,"nitrilase family, member 2","NIT2"
"1095","MT001221",57486,"neurolysin (metallopeptidase M3 family)","NLN"
"1096","MT001522",126206,"NLR family, pyrin domain containing 5","NLRP5"
"1097","MT001315",79671,"NLR family member X1","NLRX1"
"1098","MT001685",654364,"NME1-NME2 readthrough","NME1-NME2"
"1099","MT000433",4832,"NME/NM23 nucleoside diphosphate kinase 3","NME3"
"1100","MT000434",4833,"NME/NM23 nucleoside diphosphate kinase 4","NME4"
"1101","MT000758",10201,"NME/NM23 nucleoside diphosphate kinase 6","NME6"
"1102","MT001646",349565,"nicotinamide nucleotide adenylyltransferase 3","NMNAT3"
"1103","MT000435",4836,"N-myristoyltransferase 1","NMT1"
